# Master per-run downstream results: one row per (method, seed).
# val_bpb/train_bpb (6-dec from run logs), core (DCLM CORE = centered mean of 22 tasks),
# then the 22 per-task CENTERED accuracies. All paper downstream tables derive from this.
method	seed	val_bpb	train_bpb	core	hellaswag_zeroshot	jeopardy	bigbench_qa_wikidata	arc_easy	arc_challenge	copa	commonsense_qa	piqa	openbook_qa	lambada_openai	hellaswag	winograd	winogrande	bigbench_dyck_languages	agi_eval_lsat_ar	bigbench_cs_algorithms	bigbench_operators	bigbench_repeat_copy_logic	squad	coqa	boolq	bigbench_language_identification
fsp_bpe_init_f1.15	63	0.712387	0.701896	0.271898	0.398792	0.122343	0.466562	0.581369	0.199090	0.280000	0.110360	0.475517	0.240000	0.438191	0.407820	0.369963	0.172849	0.142000	0.114130	0.384848	0.166667	0.031250	0.469726	0.339972	-0.107356	0.177668
fsp_bpe_init_f1.15	64	0.712200	0.701576	0.261465	0.405962	0.107227	0.475419	0.583614	0.194539	0.260000	0.089885	0.489663	0.248000	0.438385	0.406758	0.260073	0.134964	0.139000	0.086956	0.391667	0.138095	0.000000	0.463955	0.335839	-0.079189	0.181408
fsp_bpe_init_f1.15	65	0.712263	0.701674	0.254769	0.408219	0.119036	0.482850	0.589226	0.209329	0.320000	0.038698	0.507073	0.237333	0.431399	0.410476	0.318681	0.127072	0.136000	0.081522	0.372727	0.180952	0.000000	0.466131	0.330076	-0.335909	0.174037
fsp_bpe_init_f1.15	66	0.712776	0.702196	0.265350	0.400783	0.111006	0.461099	0.586420	0.197952	0.320000	0.015152	0.485310	0.232000	0.436639	0.408617	0.340659	0.150750	0.185000	0.114130	0.406061	0.185714	0.000000	0.453737	0.325191	-0.158056	0.179538
mingram	46	0.712253	0.701522	0.265823	0.404368	0.100142	0.472368	0.586420	0.200227	0.340000	0.088862	0.483134	0.226667	0.430235	0.401049	0.369963	0.161800	0.151000	0.027174	0.398485	0.190476	0.031250	0.480416	0.345108	-0.215194	0.174147
mingram	47	0.712240	0.701505	0.255729	0.404767	0.111479	0.473353	0.583614	0.194539	0.340000	0.063268	0.482046	0.184000	0.434116	0.409945	0.347985	0.114444	0.143000	0.103261	0.426515	0.157143	0.000000	0.437559	0.340223	-0.299694	0.174477
mingram	48	0.712162	0.701387	0.259857	0.401580	0.102504	0.467497	0.584736	0.187713	0.300000	0.119574	0.488575	0.200000	0.424995	0.408750	0.347985	0.108129	0.159000	0.038043	0.396212	0.176190	0.031250	0.459130	0.336716	-0.200708	0.178988
mingram	49	0.712329	0.701604	0.264923	0.403837	0.110061	0.490429	0.580808	0.184300	0.300000	0.062244	0.486398	0.210667	0.414710	0.408484	0.333333	0.109708	0.171000	0.076087	0.436364	0.195238	0.000000	0.480322	0.346862	-0.152422	0.179868
mingram	50	0.712757	0.702089	0.263525	0.399588	0.114313	0.477240	0.583053	0.208191	0.300000	0.050983	0.504897	0.202667	0.436445	0.403439	0.326007	0.142857	0.143000	0.076087	0.414394	0.157143	0.062500	0.458089	0.344733	-0.187832	0.179758
mingram	51	0.712213	0.701449	0.274255	0.402377	0.116202	0.471876	0.579686	0.205916	0.320000	0.102170	0.470076	0.216000	0.431205	0.398925	0.399267	0.138121	0.145000	0.038043	0.437121	0.176190	0.000000	0.462062	0.339096	0.004507	0.179758
mingram	52	0.712541	0.701809	0.257266	0.402775	0.116675	0.473107	0.587542	0.202503	0.400000	0.011057	0.496192	0.186667	0.419173	0.408219	0.333333	0.112865	0.170000	0.038043	0.383333	0.161905	0.000000	0.470293	0.332456	-0.219218	0.172937
mingram	53	0.712815	0.702088	0.259408	0.400252	0.105338	0.486590	0.579125	0.199090	0.440000	0.041769	0.473341	0.202667	0.436445	0.403173	0.289377	0.074980	0.160000	0.081522	0.383333	0.166667	0.000000	0.436045	0.335713	-0.174151	0.185699
mingram	54	0.712830	0.702036	0.258987	0.404103	0.109589	0.477289	0.590348	0.191126	0.260000	0.000819	0.497280	0.200000	0.437027	0.402642	0.347985	0.138121	0.155000	0.054348	0.422727	0.190476	0.000000	0.469631	0.351246	-0.175761	0.173707
mingram	55	0.712802	0.702113	0.271090	0.392950	0.124705	0.477043	0.572952	0.211604	0.340000	0.013104	0.494015	0.200000	0.430429	0.404634	0.355311	0.161800	0.155000	0.125000	0.434848	0.161905	0.062500	0.468496	0.345359	-0.141156	0.173487
mingram	56	0.712093	0.701453	0.265093	0.401846	0.105338	0.480439	0.601010	0.195677	0.320000	0.115479	0.489663	0.218667	0.437027	0.405563	0.333333	0.138121	0.161000	0.065217	0.409848	0.200000	0.062500	0.447777	0.333208	-0.265894	0.176238
mingram	57	0.712629	0.701945	0.263347	0.402111	0.115257	0.462280	0.576319	0.196815	0.400000	0.032555	0.497280	0.208000	0.425965	0.401846	0.326007	0.147593	0.167000	0.048913	0.399242	0.180952	0.000000	0.478429	0.337968	-0.199903	0.188999
mingram	58	0.712466	0.701681	0.263010	0.406094	0.111479	0.474927	0.575196	0.184300	0.340000	0.018223	0.483134	0.192000	0.428488	0.400518	0.391941	0.125493	0.152000	0.125000	0.453788	0.180952	0.031250	0.435667	0.328949	-0.233704	0.180528
mingram	59	0.712020	0.701238	0.275018	0.405165	0.118564	0.480833	0.574635	0.189989	0.340000	0.160524	0.494015	0.229333	0.421696	0.402908	0.355311	0.182320	0.160000	0.076087	0.415152	0.190476	0.000000	0.470672	0.334461	-0.126670	0.174917
mingram	60	0.712329	0.701593	0.273687	0.402111	0.122343	0.474583	0.575196	0.176337	0.360000	0.114455	0.492927	0.210667	0.439356	0.398128	0.384615	0.134964	0.181000	0.038043	0.396212	0.195238	0.000000	0.438316	0.346110	-0.035732	0.176238
mingram	61	0.712636	0.701989	0.268752	0.403837	0.110061	0.480882	0.589226	0.179750	0.360000	0.056102	0.501632	0.218667	0.426548	0.401182	0.340659	0.100237	0.173000	0.059783	0.406061	0.176190	0.000000	0.446641	0.321433	-0.025270	0.185919
mingram	62	0.712119	0.701328	0.263158	0.406493	0.132735	0.473500	0.594837	0.186576	0.320000	0.027437	0.492927	0.208000	0.427712	0.408086	0.362637	0.127072	0.155000	0.016304	0.437121	0.157143	0.000000	0.469631	0.342227	-0.129889	0.173927
mingram	63	0.712420	0.701782	0.272112	0.398261	0.123288	0.473451	0.574074	0.189989	0.360000	0.063268	0.495103	0.213333	0.432564	0.399456	0.333333	0.155485	0.150000	0.135870	0.451515	0.161905	0.000000	0.473132	0.348365	-0.124256	0.178328
mingram	64	0.712170	0.701406	0.255640	0.400783	0.111006	0.481325	0.588103	0.209329	0.400000	0.019247	0.496192	0.210667	0.437415	0.403041	0.296703	0.122336	0.165000	0.021739	0.403030	0.157143	0.000000	0.458373	0.340098	-0.270723	0.173267
mingram	65	0.712322	0.701529	0.272853	0.399987	0.125649	0.482211	0.591470	0.184300	0.320000	0.077600	0.475517	0.226667	0.423443	0.403970	0.340659	0.142857	0.184000	0.065217	0.446970	0.157143	0.000000	0.470672	0.334711	-0.023660	0.173377
mingram	66	0.712522	0.701900	0.270030	0.399721	0.107700	0.481669	0.599888	0.200227	0.340000	0.131859	0.500544	0.210667	0.432758	0.400252	0.282051	0.134964	0.185000	0.108696	0.390152	0.180952	0.031250	0.468117	0.323688	-0.145179	0.175688
mingram_f1.15	42	0.712300	0.714300	0.259069	0.394012	0.119981	0.477240	0.581930	0.194539	0.360000	0.027437	0.498368	0.232000	0.425577	0.402642	0.355311	0.111287	0.169000	0.065217	0.360606	0.204762	0.000000	0.465941	0.329325	-0.260261	0.184598
mingram_f1.15	43	0.712200	0.714300	0.258714	0.402111	0.112423	0.480045	0.583053	0.196815	0.300000	0.053030	0.507073	0.202667	0.432175	0.404767	0.311355	0.114444	0.146000	-0.010870	0.389394	0.176190	0.000000	0.454494	0.344983	-0.081603	0.173157
mingram_f1.15	44	0.712000	0.713900	0.262517	0.399588	0.142182	0.465085	0.584175	0.189989	0.280000	0.006962	0.508161	0.226667	0.434698	0.404236	0.340659	0.133386	0.143000	0.048913	0.433333	0.157143	0.000000	0.460738	0.341350	-0.103332	0.178438
mingram_f1.15	45	0.712555	0.701766	0.264684	0.401580	0.106755	0.486492	0.582492	0.177474	0.360000	0.007985	0.503808	0.229333	0.433922	0.402775	0.318681	0.142857	0.155000	0.054348	0.427273	0.180952	0.000000	0.456954	0.338219	-0.114598	0.170737
mingram_f1.15	46	0.711771	0.701072	0.265397	0.403173	0.105338	0.479307	0.586981	0.201365	0.260000	0.108313	0.496192	0.232000	0.435474	0.405829	0.384615	0.133386	0.143000	0.086956	0.451515	0.166667	0.000000	0.456102	0.347864	-0.223242	0.177888
mingram_f1.15	47	0.712295	0.701533	0.266792	0.403041	0.092111	0.487574	0.582492	0.197952	0.360000	0.207617	0.494015	0.178667	0.425965	0.403439	0.362637	0.119179	0.178000	0.103261	0.362121	0.176190	0.031250	0.436045	0.321684	-0.228070	0.174257
mingram_f1.15	48	0.712240	0.701398	0.264294	0.399323	0.109589	0.483342	0.580247	0.185438	0.340000	0.086814	0.499456	0.226667	0.424607	0.397464	0.318681	0.112865	0.146000	0.070652	0.368182	0.161905	0.000000	0.466320	0.344858	-0.079994	0.172057
mingram_f1.15	49	0.712004	0.701260	0.268068	0.401580	0.121871	0.479504	0.574074	0.182025	0.420000	0.022318	0.496192	0.224000	0.432564	0.398261	0.362637	0.116022	0.169000	0.048913	0.415152	0.185714	0.000000	0.448155	0.331705	-0.101722	0.169527
mingram_f1.15	50	0.712543	0.701878	0.278009	0.400651	0.124232	0.473057	0.583614	0.194539	0.360000	0.210688	0.507073	0.216000	0.431011	0.404501	0.318681	0.114444	0.171000	0.141304	0.418939	0.161905	0.031250	0.450331	0.339847	-0.108160	0.171287
mingram_f1.15	51	0.712263	0.701495	0.269953	0.403041	0.130846	0.474091	0.591470	0.180887	0.360000	0.123669	0.498368	0.208000	0.429070	0.406360	0.406593	0.149171	0.158000	0.043478	0.436364	0.166667	0.000000	0.472091	0.355004	-0.232094	0.177888
mingram_f1.15	52	0.712321	0.701572	0.264247	0.397729	0.123288	0.470548	0.584175	0.197952	0.420000	0.102170	0.476605	0.240000	0.430429	0.402111	0.289377	0.103394	0.161000	0.059783	0.412121	0.147619	0.000000	0.478619	0.345108	-0.211975	0.183388
mingram_f1.15	53	0.712556	0.701741	0.255926	0.397729	0.116675	0.491265	0.594276	0.207053	0.340000	0.009009	0.484222	0.229333	0.421308	0.402509	0.377289	0.127072	0.138000	0.065217	0.390152	0.133333	0.031250	0.491391	0.347864	-0.342347	0.177778
mingram_f1.15	54	0.712357	0.701656	0.268082	0.405032	0.104865	0.469662	0.593715	0.213879	0.360000	0.077600	0.486398	0.221333	0.426742	0.407024	0.362637	0.180742	0.171000	0.092391	0.403030	0.185714	0.000000	0.469158	0.329951	-0.236118	0.173047
mingram_f1.15	55	0.712223	0.701432	0.270072	0.402509	0.108172	0.484917	0.588103	0.184300	0.340000	0.123669	0.486398	0.221333	0.434116	0.397995	0.355311	0.134964	0.150000	0.130435	0.384848	0.180952	0.000000	0.444560	0.326068	-0.120232	0.183168
mingram_f1.15	56	0.712174	0.701391	0.267760	0.401314	0.122343	0.486590	0.576880	0.189989	0.340000	0.165643	0.514690	0.205333	0.429653	0.403837	0.362637	0.117601	0.173000	0.108696	0.366667	0.180952	0.000000	0.468685	0.344106	-0.243361	0.175468
mingram_f1.15	57	0.712565	0.701779	0.253420	0.405829	0.111951	0.474632	0.577441	0.178612	0.260000	0.032555	0.509249	0.208000	0.428876	0.401978	0.340659	0.111287	0.163000	0.092391	0.418939	0.147619	0.031250	0.474645	0.353376	-0.319009	0.171947
mingram_f1.15	58	0.712637	0.701891	0.276441	0.397331	0.106282	0.475173	0.568462	0.201365	0.360000	0.134930	0.504897	0.221333	0.439162	0.401049	0.384615	0.160221	0.139000	0.076087	0.386364	0.161905	0.000000	0.453075	0.336590	0.000483	0.173377
mingram_f1.15	59	0.712209	0.701452	0.269257	0.404634	0.126594	0.479701	0.593715	0.192264	0.320000	0.092957	0.479869	0.210667	0.440132	0.404236	0.391941	0.134964	0.149000	0.076087	0.409848	0.166667	0.000000	0.456481	0.349618	-0.137132	0.181408
mingram_f1.15	60	0.711982	0.701204	0.265660	0.404368	0.115730	0.468776	0.571829	0.193402	0.340000	0.180999	0.480958	0.213333	0.430429	0.410343	0.318681	0.138121	0.157000	0.048913	0.416667	0.147619	0.000000	0.450331	0.328072	-0.150813	0.179758
mingram_f1.15	61	0.712378	0.701632	0.267536	0.405298	0.103448	0.495694	0.587542	0.207053	0.420000	0.016175	0.504897	0.234667	0.430817	0.404767	0.333333	0.164957	0.167000	0.141304	0.412121	0.157143	0.000000	0.469158	0.339722	-0.285209	0.175908
mingram_f1.15	62	0.712660	0.701882	0.269333	0.399190	0.107700	0.477142	0.568462	0.201365	0.380000	0.108313	0.498368	0.218667	0.435086	0.405563	0.369963	0.111287	0.138000	0.038043	0.434091	0.152381	0.000000	0.484579	0.351121	-0.127475	0.173487
mingram_f1.15	63	0.712642	0.701863	0.262928	0.400783	0.112423	0.485409	0.593154	0.218430	0.300000	0.079648	0.524483	0.218667	0.429653	0.402775	0.355311	0.155485	0.156000	0.005435	0.381061	0.176190	0.000000	0.482025	0.348866	-0.215194	0.173817
mingram_f1.15	64	0.712326	0.701529	0.263398	0.402377	0.130373	0.474189	0.578002	0.163822	0.420000	0.034603	0.499456	0.229333	0.432175	0.409679	0.311355	0.138121	0.152000	0.048913	0.409848	0.176190	0.031250	0.470672	0.345609	-0.234508	0.171287
mingram_f1.15	65	0.712457	0.701667	0.264717	0.402775	0.119981	0.481915	0.588103	0.197952	0.340000	0.047912	0.480958	0.208000	0.429653	0.404634	0.347985	0.139700	0.176000	0.070652	0.375000	0.176190	0.000000	0.476443	0.331955	-0.153227	0.181188
mingram_f1.15	66	0.712475	0.701683	0.267496	0.399190	0.119981	0.485163	0.588664	0.196815	0.380000	0.155405	0.489663	0.229333	0.423249	0.400916	0.333333	0.127072	0.164000	0.097826	0.383333	0.190476	0.000000	0.469820	0.332958	-0.263480	0.181188
mingram_mi_f8	45	0.712684	0.701702	0.265315	0.398792	0.090222	0.472664	0.574635	0.200227	0.380000	0.048935	0.502720	0.234667	0.435863	0.401049	0.333333	0.147593	0.165000	0.108696	0.428788	0.166667	0.000000	0.470861	0.341851	-0.239337	0.173707
mingram_mi_f8	46	0.712314	0.701420	0.258720	0.400783	0.104393	0.470252	0.580808	0.185438	0.340000	0.030508	0.498368	0.216000	0.427324	0.399721	0.282051	0.144436	0.137000	0.043478	0.428030	0.161905	0.000000	0.468874	0.336340	-0.137132	0.173267
mingram_mi_f8	47	0.712339	0.701372	0.255469	0.396136	0.111006	0.481226	0.570707	0.175199	0.260000	0.053030	0.502720	0.202667	0.424995	0.400916	0.238095	0.142857	0.191000	0.038043	0.459091	0.161905	0.031250	0.465090	0.325692	-0.186222	0.174917
mingram_mi_f8	48	0.712200	0.701271	0.262986	0.400119	0.108172	0.471876	0.585859	0.199090	0.240000	0.077600	0.492927	0.224000	0.430817	0.403837	0.340659	0.166535	0.161000	0.038043	0.387121	0.147619	0.031250	0.480889	0.344357	-0.125060	0.178988
mingram_mi_f8	49	0.712277	0.701209	0.258931	0.402775	0.109117	0.470449	0.585297	0.200227	0.340000	0.020270	0.487486	0.210667	0.433728	0.406891	0.326007	0.147593	0.191000	0.103261	0.397727	0.180952	0.000000	0.450710	0.332456	-0.284404	0.184268
mingram_mi_f8	50	0.712715	0.701783	0.283289	0.404236	0.101559	0.476010	0.574074	0.195677	0.340000	0.250614	0.463547	0.240000	0.426354	0.405032	0.333333	0.125493	0.138000	0.108696	0.404545	0.152381	0.031250	0.488553	0.332707	0.064059	0.176238
mingram_mi_f8	51	0.712947	0.701906	0.281460	0.397597	0.114785	0.463757	0.590348	0.202503	0.380000	0.226044	0.486398	0.240000	0.422666	0.401713	0.304029	0.172849	0.133000	0.059783	0.427273	0.171429	0.031250	0.468401	0.344357	-0.027684	0.181628
mingram_mi_f8	52	0.712793	0.701841	0.270646	0.399721	0.121398	0.471876	0.572391	0.191126	0.380000	0.102170	0.478781	0.210667	0.433728	0.399456	0.326007	0.171271	0.165000	0.054348	0.416667	0.152381	0.000000	0.455440	0.327947	-0.057460	0.181298
mingram_mi_f8	53	0.712497	0.701452	0.261602	0.401182	0.116202	0.476847	0.595398	0.211604	0.340000	0.017199	0.505985	0.226667	0.433146	0.404103	0.362637	0.109708	0.143000	0.097826	0.403788	0.161905	0.031250	0.449385	0.338594	-0.250604	0.179428
mingram_mi_f8	54	0.712752	0.701900	0.263197	0.395074	0.112423	0.475715	0.584736	0.202503	0.300000	0.139025	0.495103	0.208000	0.431399	0.404501	0.274725	0.119179	0.149000	0.065217	0.405303	0.161905	0.000000	0.434721	0.339471	-0.086432	0.178768
mingram_mi_f8	55	0.712365	0.701396	0.270916	0.398393	0.109589	0.469071	0.590348	0.205916	0.260000	0.141073	0.498368	0.184000	0.434504	0.404634	0.333333	0.130229	0.143000	0.114130	0.412121	0.171429	0.000000	0.463955	0.343355	-0.026074	0.178768
mingram_mi_f8	56	0.712393	0.701482	0.270477	0.401447	0.113368	0.476896	0.584175	0.222981	0.280000	0.126740	0.503808	0.226667	0.429264	0.403970	0.391941	0.142857	0.165000	0.038043	0.375758	0.157143	0.000000	0.484011	0.335964	-0.094479	0.184928
mingram_mi_f8	57	0.712874	0.701865	0.275559	0.395340	0.111479	0.467694	0.579686	0.199090	0.440000	0.127764	0.488575	0.197333	0.431981	0.402509	0.347985	0.144436	0.191000	0.038043	0.431818	0.157143	0.000000	0.414948	0.333459	-0.014003	0.176018
mingram_mi_f8	58	0.712483	0.701510	0.266667	0.400916	0.107227	0.480636	0.572391	0.192264	0.340000	0.191237	0.477693	0.213333	0.437997	0.403970	0.347985	0.112865	0.142000	0.097826	0.390152	0.157143	0.000000	0.467833	0.343355	-0.192661	0.182508
mingram_mi_f8	59	0.712128	0.701189	0.271892	0.404368	0.118092	0.481915	0.575758	0.212742	0.360000	0.081695	0.491839	0.200000	0.433534	0.403306	0.384615	0.109708	0.162000	0.114130	0.407576	0.176190	0.000000	0.455061	0.345234	-0.111379	0.175248
mingram_mi_f8	60	0.712223	0.701255	0.276419	0.403173	0.109117	0.484277	0.571268	0.196815	0.380000	0.047912	0.491839	0.218667	0.432564	0.403970	0.384615	0.133386	0.176000	0.097826	0.391667	0.185714	0.062500	0.452129	0.329951	-0.051827	0.179648
mingram_mi_f8	61	0.712690	0.701811	0.267058	0.403970	0.099669	0.491511	0.586420	0.197952	0.340000	0.100123	0.484222	0.213333	0.435086	0.401447	0.413919	0.131807	0.152000	0.152174	0.436364	0.204762	0.031250	0.448439	0.322310	-0.349590	0.178108
mingram_mi_f8	62	0.712628	0.701727	0.260546	0.397995	0.119981	0.481177	0.571829	0.205916	0.340000	0.090909	0.486398	0.221333	0.425965	0.400252	0.340659	0.141279	0.165000	0.076087	0.365909	0.185714	0.000000	0.452034	0.335839	-0.250604	0.178328
mingram_mi_f8	63	0.712630	0.701622	0.270004	0.401314	0.120453	0.469760	0.572952	0.188851	0.300000	0.160524	0.477693	0.213333	0.442849	0.400916	0.326007	0.141279	0.142000	0.065217	0.452273	0.185714	0.031250	0.450993	0.345359	-0.123451	0.174807
mingram_mi_f8	64	0.712457	0.701524	0.268680	0.398393	0.126594	0.485163	0.578563	0.207053	0.340000	0.164619	0.479869	0.213333	0.439162	0.401978	0.384615	0.097080	0.143000	0.092391	0.442424	0.166667	0.031250	0.483065	0.339722	-0.281989	0.177998
pathpiece	42	0.713086	0.702177	0.256108	0.396933	0.125649	0.485754	0.565095	0.194539	0.320000	0.007985	0.462459	0.213333	0.431011	0.395472	0.318681	0.166535	0.179000	0.048913	0.393182	0.133333	0.031250	0.456386	0.344357	-0.211170	0.175688
pathpiece	43	0.713254	0.702287	0.262793	0.398393	0.114313	0.475862	0.581369	0.176337	0.320000	0.062244	0.485310	0.218667	0.432564	0.399190	0.333333	0.161800	0.162000	0.081522	0.415909	0.133333	0.000000	0.475402	0.330577	-0.156446	0.179758
pathpiece	44	0.712878	0.701985	0.258805	0.396535	0.110061	0.489149	0.593154	0.200227	0.360000	0.107289	0.485310	0.208000	0.429653	0.407555	0.428571	0.112865	0.163000	0.076087	0.396970	0.157143	0.031250	0.463482	0.329951	-0.428457	0.175908
pathpiece	45	0.713329	0.702523	0.272988	0.395738	0.113368	0.484720	0.579125	0.196815	0.380000	0.080672	0.490751	0.224000	0.426936	0.400651	0.333333	0.106551	0.145000	0.048913	0.422727	0.147619	0.000000	0.464428	0.344482	0.045550	0.174367
pathpiece	46	0.713094	0.702220	0.267667	0.395340	0.110534	0.472516	0.575758	0.179750	0.320000	0.039722	0.489663	0.224000	0.431399	0.398128	0.340659	0.123915	0.143000	0.097826	0.401515	0.152381	0.031250	0.463860	0.323938	-0.009979	0.183498
pathpiece	47	0.712839	0.701938	0.265391	0.400783	0.103448	0.492348	0.583614	0.176337	0.340000	0.057125	0.485310	0.205333	0.428100	0.406360	0.391941	0.152328	0.133000	0.130435	0.412121	0.171429	0.000000	0.465658	0.340599	-0.215999	0.178328
pathpiece	48	0.712924	0.701995	0.264009	0.400518	0.097308	0.478274	0.585297	0.186576	0.280000	0.014128	0.488575	0.216000	0.431981	0.399057	0.318681	0.127072	0.159000	0.163043	0.440909	0.147619	0.000000	0.469536	0.322936	-0.098503	0.180198
pathpiece	49	0.712878	0.702082	0.270814	0.397729	0.116675	0.479602	0.578563	0.197952	0.260000	0.131859	0.494015	0.208000	0.421696	0.405829	0.318681	0.163378	0.158000	0.092391	0.412879	0.157143	0.000000	0.469536	0.347238	-0.036536	0.183278
pathpiece	50	0.713304	0.702502	0.261792	0.399987	0.098252	0.471975	0.588664	0.203641	0.260000	0.007985	0.479869	0.208000	0.434698	0.401314	0.304029	0.136543	0.148000	0.125000	0.434848	0.171429	0.000000	0.459792	0.338469	-0.089651	0.176568
pathpiece	51	0.713592	0.702724	0.267198	0.399057	0.106282	0.471089	0.581369	0.200227	0.320000	0.006962	0.496192	0.237333	0.431399	0.403572	0.384615	0.097080	0.152000	0.081522	0.421970	0.166667	0.000000	0.481457	0.337091	-0.073555	0.176018
pathpiece	52	0.713286	0.702438	0.268035	0.397597	0.110534	0.474189	0.597082	0.202503	0.280000	0.185094	0.479869	0.181333	0.431593	0.398925	0.333333	0.112865	0.168000	0.070652	0.390152	0.147619	0.000000	0.476064	0.330452	-0.046998	0.175908
pathpiece	53	0.713569	0.702747	0.273495	0.395871	0.115730	0.487328	0.595398	0.199090	0.300000	0.071458	0.492927	0.197333	0.435280	0.402377	0.326007	0.150750	0.151000	0.076087	0.451515	0.152381	0.031250	0.452602	0.354503	-0.000322	0.178328
pathpiece	54	0.713177	0.702325	0.265979	0.399721	0.120926	0.477634	0.570707	0.199090	0.280000	0.048935	0.501632	0.210667	0.419755	0.402377	0.311355	0.158642	0.137000	0.103261	0.422727	0.142857	0.000000	0.459319	0.344231	-0.038951	0.179648
pathpiece	55	0.713063	0.702267	0.262392	0.394012	0.111951	0.467546	0.572391	0.203641	0.340000	0.050983	0.498368	0.234667	0.422472	0.398792	0.318681	0.119179	0.147000	0.076087	0.357576	0.176190	0.000000	0.460738	0.347864	-0.107356	0.181848
pathpiece	56	0.712868	0.702033	0.260041	0.403572	0.105338	0.472467	0.601010	0.211604	0.340000	0.098075	0.491839	0.208000	0.427130	0.404767	0.318681	0.116022	0.168000	0.059783	0.426515	0.180952	0.031250	0.451277	0.320681	-0.291647	0.175578
pathpiece	57	0.713418	0.702572	0.262432	0.399456	0.115730	0.475469	0.598204	0.209329	0.240000	0.020270	0.509249	0.226667	0.436639	0.397066	0.318681	0.112865	0.154000	0.048913	0.356818	0.176190	0.000000	0.454399	0.348365	-0.001931	0.177118
pathpiece	58	0.713002	0.702162	0.258754	0.399057	0.100614	0.469416	0.573513	0.192264	0.400000	-0.003276	0.496192	0.234667	0.424025	0.398261	0.318681	0.142857	0.144000	0.114130	0.445455	0.138095	0.031250	0.466793	0.348866	-0.317399	0.175138
pathpiece	59	0.713032	0.702191	0.262184	0.401182	0.104865	0.487525	0.575758	0.194539	0.340000	0.015152	0.496192	0.248000	0.423055	0.403704	0.377289	0.147593	0.155000	0.141304	0.393182	0.157143	0.000000	0.467550	0.343229	-0.279575	0.175358
pathpiece	60	0.712811	0.701983	0.264402	0.401580	0.123288	0.481325	0.569585	0.195677	0.340000	0.012080	0.476605	0.194667	0.423637	0.402642	0.326007	0.152328	0.159000	0.059783	0.440909	0.166667	0.031250	0.431788	0.344733	-0.104941	0.188229
pathpiece	61	0.713533	0.702700	0.260654	0.396535	0.103448	0.480094	0.573513	0.200227	0.280000	0.010033	0.491839	0.200000	0.424995	0.404501	0.333333	0.119179	0.168000	0.108696	0.444697	0.142857	0.000000	0.458089	0.332456	-0.113794	0.175688
pathpiece	62	0.713544	0.702745	0.262935	0.397198	0.107227	0.471532	0.558361	0.182025	0.300000	0.159500	0.470076	0.226667	0.432952	0.399323	0.289377	0.125493	0.135000	-0.048913	0.460606	0.142857	0.031250	0.470482	0.340098	-0.043779	0.177228
pathpiece	63	0.713328	0.702475	0.268544	0.399854	0.119981	0.480045	0.567901	0.193402	0.240000	0.014128	0.486398	0.216000	0.432369	0.401846	0.340659	0.174428	0.149000	0.081522	0.431061	0.180952	0.000000	0.473132	0.322811	0.023821	0.178658
pathpiece	65	0.713126	0.702279	0.276123	0.395605	0.116675	0.484376	0.572952	0.192264	0.320000	0.123669	0.494015	0.232000	0.427518	0.396136	0.362637	0.139700	0.152000	0.097826	0.439394	0.171429	0.031250	0.459130	0.340975	-0.055046	0.180198
pathpiece	66	0.713507	0.702700	0.267115	0.401978	0.118092	0.470498	0.580808	0.194539	0.320000	0.048935	0.487486	0.210667	0.443819	0.400252	0.362637	0.174428	0.144000	0.130435	0.414394	0.152381	0.031250	0.458467	0.325191	-0.171737	0.177998
pathpiece_pb01	42	0.712893	0.701974	0.266337	0.393879	0.111479	0.483146	0.566779	0.194539	0.340000	0.085790	0.491839	0.229333	0.426742	0.401846	0.340659	0.106551	0.137000	0.108696	0.403788	0.166667	0.000000	0.450899	0.320306	-0.081603	0.181078
pathpiece_pb01	43	0.713188	0.702302	0.267433	0.402377	0.114313	0.486443	0.558923	0.171786	0.340000	0.019247	0.503808	0.232000	0.424995	0.399987	0.333333	0.123915	0.148000	0.070652	0.439394	0.171429	0.031250	0.462346	0.344231	-0.071141	0.176238
pathpiece_pb01	44	0.712732	0.701739	0.262971	0.398128	0.121398	0.482555	0.573513	0.188851	0.320000	0.103194	0.486398	0.189333	0.431981	0.396402	0.304029	0.160221	0.168000	0.076087	0.393182	0.166667	0.031250	0.466887	0.345735	-0.203927	0.185479
pathpiece_pb01	45	0.713362	0.702447	0.270884	0.395207	0.120926	0.461641	0.582492	0.201365	0.260000	0.212735	0.482046	0.218667	0.425383	0.398792	0.340659	0.092344	0.140000	0.092391	0.432576	0.157143	0.000000	0.466131	0.328949	-0.024465	0.174477
pathpiece_pb01	46	0.713074	0.702191	0.270891	0.397331	0.106282	0.490281	0.581369	0.194539	0.440000	0.009009	0.519042	0.237333	0.426354	0.401580	0.304029	0.111287	0.146000	0.081522	0.419697	0.152381	0.031250	0.485430	0.339096	-0.092870	0.178658
pathpiece_pb01	47	0.713027	0.702038	0.264179	0.395871	0.118092	0.489494	0.590348	0.186576	0.320000	0.050983	0.476605	0.210667	0.437415	0.400651	0.274725	0.119179	0.162000	0.103261	0.415152	0.195238	0.031250	0.453075	0.329951	-0.127475	0.178878
pathpiece_pb01	48	0.712832	0.701937	0.270287	0.405032	0.096835	0.479012	0.566779	0.197952	0.240000	0.107289	0.492927	0.208000	0.432758	0.401314	0.340659	0.125493	0.179000	0.021739	0.448485	0.147619	0.031250	0.456954	0.347739	0.043135	0.176348
